city,company_name,country,governate,location,mode,name,type,url
Maadi,Roaya,Egypt,Cairo,"Maadi, Cairo, Egypt",on-site,senior ms exchange engineer,full time,https://wuzzuf.net/jobs/p/yyb552mvqZP6-Senior-MS-Exchange-Engineer-Roaya-Cairo-Egypt
,The ENGN,Egypt,Cairo,"Cairo, Egypt",on-site,it help desk technician,full time,https://wuzzuf.net/jobs/p/TLRpFQBd1rqQ-IT-Help-Desk-Technician-The-ENGN-Cairo-Egypt
Maadi,LINK Development,Egypt,Cairo,"Maadi, Cairo, Egypt",hybrid,senior software engineer – dynamics 365 crm and power platform,full time,https://wuzzuf.net/jobs/p/9IL8QzCZUJZu-Senior-Software-Engineer-–-Dynamics-365-CRM-and-Power-Platform-LINK-Development-Cairo-Egypt
Dokki,Union Coop,Egypt,Giza,"Dokki, Giza, Egypt",on-site,senior ui/ux designer,full time,https://wuzzuf.net/jobs/p/uBw9bgOnShYg-Senior-UIUX-Designer-Union-Coop-Giza-Egypt
,Enegix,Egypt,Alexandria,"Alexandria, Egypt",remote,senior full stack developer,full time,https://wuzzuf.net/jobs/p/Sfo5Ul5AZq3Y-Senior-Full-Stack-Developer-Enegix-Alexandria-Egypt
,Enegix,Egypt,Alexandria,"Alexandria, Egypt",hybrid,senior devops engineer,full time,https://wuzzuf.net/jobs/p/MGJxmUdt78pB-Senior-Devops-Engineer-Enegix-Alexandria-Egypt
Nasr City,FirstTech,Egypt,Cairo,"Nasr City, Cairo, Egypt",hybrid,senior backend developer,full time,https://wuzzuf.net/jobs/p/d5e62VakZrAz-Senior-Backend-Developer-FirstTech-Cairo-Egypt
,Confidential,Egypt,Cairo,"Cairo, Egypt",on-site,it manager,full time,https://wuzzuf.net/jobs/p/7HdLse3HAHw7-IT-Manager-Cairo-Egypt
Dokki,EELU,Egypt,Giza,"Dokki, Giza, Egypt",on-site,e-learning systems specialist,full time,https://wuzzuf.net/jobs/p/e1JItgbNdrN8-E-Learning-Systems-Specialist-EELU-Giza-Egypt
Dokki,EELU,Egypt,Giza,"Dokki, Giza, Egypt",on-site,ui/ux designer,full time,https://wuzzuf.net/jobs/p/gOE1RrEMwx0a-UIUX-Designer-EELU-Giza-Egypt
Dokki,EELU,Egypt,Giza,"Dokki, Giza, Egypt",on-site,back-end node.js developer,full time,https://wuzzuf.net/jobs/p/TVv3YVPCjMKF-Back-End-Nodejs-Developer-EELU-Giza-Egypt
Maadi,LINK Development,Egypt,Cairo,"Maadi, Cairo, Egypt",hybrid,quality assurance engineer,full time,https://wuzzuf.net/jobs/p/Apn367kRUHMF-Quality-Assurance-Engineer-LINK-Development-Cairo-Egypt
Obour City,L'azurde for Jewelry,Egypt,Cairo,"Obour City, Cairo, Egypt",on-site,it engineer intern,internship,https://wuzzuf.net/internship/fZDj577J940E-IT-Engineer-Intern-Lazurde-for-Jewelry-Cairo-Egypt
Dokki,Al Soug-Cashi,Egypt,Giza,"Dokki, Giza, Egypt",on-site,senior php developer,full time,https://wuzzuf.net/jobs/p/3GGUjEw9Ctno-Senior-PHP-Developer-Al-Soug-Cashi-Giza-Egypt
,Confidential,Egypt,Cairo,"Cairo, Egypt",on-site,react frontend developer,full time,https://wuzzuf.net/jobs/p/yE4QJg0j7nnf-React-Frontend-Developer-Cairo-Egypt
Nasr City,AMSTECH,Egypt,Cairo,"Nasr City, Cairo, Egypt",on-site,laravel developer,full time,https://wuzzuf.net/jobs/p/e98drP38p0Os-Laravel-Developer-AMSTECH-Cairo-Egypt
Dokki,Al Soug-Cashi,Egypt,Giza,"Dokki, Giza, Egypt",on-site,senior quality control,full time,https://wuzzuf.net/jobs/p/OOkZlTG2zwhh-Senior-Quality-Control-Al-Soug-Cashi-Giza-Egypt
Ameria,Egast,Egypt,Alexandria,"Ameria, Alexandria, Egypt",on-site,it help desk technician,full time,https://wuzzuf.net/jobs/p/5oVYZh3RKd5E-IT-Help-Desk-Technician-Egast-Alexandria-Egypt
,Al Soug-Cashi,Egypt,Giza,"Giza, Egypt",on-site,senior devops engineer,full time,https://wuzzuf.net/jobs/p/MBTrWhVRFC0d-Senior-Devops-Engineer-Al-Soug-Cashi-Giza-Egypt
New Cairo,Spark Systems,Egypt,Cairo,"New Cairo, Cairo, Egypt",on-site,hr talent acquisition specialist,full time,https://wuzzuf.net/jobs/p/PBUhuwZLLDHS-HR-Talent-Acquisition-Specialist-Spark-Systems-Cairo-Egypt
Glim,Al Asdekaa Group for Dairies Production and Trading,Egypt,Alexandria,"Glim, Alexandria, Egypt",on-site,it specialist,full time,https://wuzzuf.net/jobs/p/hY7EcbQOzM69-IT-Specialist-Al-Asdekaa-Group-for-Dairies-Production-and-Trading-Alexandria-Egypt
Abdeen,Tatas,Egypt,Cairo,"Abdeen, Cairo, Egypt",on-site,technical office engineer-security systems,full time,https://wuzzuf.net/jobs/p/c7hAtzaNP1fM-Technical-Office-Engineer-Security-Systems-Tatas-Cairo-Egypt
,Elsewedy industries,Egypt,Cairo,"Cairo, Egypt",hybrid,shopify developer,part time,https://wuzzuf.net/jobs/p/2YQHFue5wO95-Shopify-Developer-Elsewedy-industries-Cairo-Egypt
Shubra Alkhaymah,Decorama,Egypt,Qalubia,"Shubra Alkhaymah, Qalubia, Egypt",on-site,it administrator,full time,https://wuzzuf.net/jobs/p/MPfX3wM9fu3W-IT-Administrator-Decorama-Qalubia-Egypt
New Cairo,OdooTec,Egypt,Cairo,"New Cairo, Cairo, Egypt",on-site,senior odoo developer,full time,https://wuzzuf.net/jobs/p/KRzQfYMvaFqr-Senior-Odoo-Developer-OdooTec-Cairo-Egypt
,RUSHBRUSH INC,Egypt,Alexandria,"Alexandria, Egypt",on-site,it technical support,full time,https://wuzzuf.net/jobs/p/DNLSnbpKDfDV-IT-Technical-Support-RUSHBRUSH-INC-Alexandria-Egypt
Obour City,United ATS,Egypt,Cairo,"Obour City, Cairo, Egypt",on-site,senior desktop developer,full time,https://wuzzuf.net/jobs/p/UWdXcZnxGVE6-Senior-Desktop-Developer-United-ATS-Cairo-Egypt
Obour City,United ATS,Egypt,Cairo,"Obour City, Cairo, Egypt",on-site,senior electrical engineer,full time,https://wuzzuf.net/jobs/p/MkO00MCkBVcg-Senior-Electrical-Engineer-United-ATS-Cairo-Egypt
Nasr City,Smartly,Egypt,Cairo,"Nasr City, Cairo, Egypt",on-site,senior quality assurance engineer,full time,https://wuzzuf.net/jobs/p/fOQXn2JOWUJb-Senior-Quality-Assurance-Engineer-Smartly-Cairo-Egypt
,Smart Mind,Egypt,Cairo,"Cairo, Egypt",hybrid,senior java full-stack developer,full time,https://wuzzuf.net/jobs/p/jPInwUg1rzyE-Senior-Java-Full-Stack-Developer-Smart-Mind-Cairo-Egypt
San Stefano,EL KHETA,Egypt,Alexandria,"San Stefano, Alexandria, Egypt",hybrid,mid-senior laravel fullstack developer,full time,https://wuzzuf.net/jobs/p/bQ3jPWE7XWTT-Mid-Senior-Laravel-FullStack-Developer-EL-KHETA-Alexandria-Egypt
Mahalla Kubra,Aktan Misr,Egypt,Gharbia,"Mahalla Kubra, Gharbia, Egypt",on-site,it help desk,full time,https://wuzzuf.net/jobs/p/L3lY1xJb6C90-IT-Help-Desk-Aktan-Misr-Gharbia-Egypt
Maadi,Expert Apps,Egypt,Cairo,"Maadi, Cairo, Egypt",hybrid,senior software business analyst / product owner,full time,https://wuzzuf.net/jobs/p/CdjQcna2GdzW-Senior-Software-Business-Analyst-Product-Owner-Expert-Apps-Cairo-Egypt
Maadi,Expert Apps,Egypt,Cairo,"Maadi, Cairo, Egypt",hybrid,senior android developer,full time,https://wuzzuf.net/jobs/p/IHiR5sDCEWem-Senior-Android-Developer-Expert-Apps-Cairo-Egypt
6th of October,Confidential,Egypt,Giza,"6th of October, Giza, Egypt",on-site,it specialist,full time,https://wuzzuf.net/jobs/p/xab9XbBpDOi4-IT-Specialist-Giza-Egypt
New Cairo,ICIS,Egypt,Cairo,"New Cairo, Cairo, Egypt",hybrid,senior full stack developer .net + angular,full time,https://wuzzuf.net/jobs/p/Z4bNZJvMZOGM-Senior-Full-Stack-Developer-Net-Angular-ICIS-Cairo-Egypt
Heliopolis,Confidential,Egypt,Cairo,"Heliopolis, Cairo, Egypt",hybrid,it specialist (part-time),part time,https://wuzzuf.net/jobs/p/0GpjwSPDbrpK-IT-Specialist-Part-time-Cairo-Egypt
Nasr City,Osolutions,Egypt,Cairo,"Nasr City, Cairo, Egypt",on-site,senior hr specialist,full time,https://wuzzuf.net/jobs/p/xuDMb1UkQWlV-Senior-HR-Specialist-Osolutions-Cairo-Egypt
,BellaSystem,Egypt,Alexandria,"Alexandria, Egypt",on-site,technical support engineer,full time,https://wuzzuf.net/jobs/p/dJs2Qb9rpE5t-Technical-Support-Engineer-BellaSystem-Alexandria-Egypt
Dokki,Confidential,Egypt,Giza,"Dokki, Giza, Egypt",on-site,front end developer ( angular ),full time,https://wuzzuf.net/jobs/p/9YP1DA4hohyJ-Front-End-Developer-Angular-Giza-Egypt
Dokki,Confidential,Egypt,Giza,"Dokki, Giza, Egypt",on-site,laravel php developer,full time,https://wuzzuf.net/jobs/p/45P35mYWqiXw-Laravel-PHP-Developer-Giza-Egypt
Dokki,Confidential,Egypt,Giza,"Dokki, Giza, Egypt",on-site,ui ux designer,full time,https://wuzzuf.net/jobs/p/FEHJtGPl7VEK-UI-UX-Designer-Giza-Egypt
,Cyberfuse,Egypt,Cairo,"Cairo, Egypt",hybrid,pre-sales security specialist (microsoft defender & sentinel),full time,https://wuzzuf.net/jobs/p/xFuwgNKSHvuf-Pre-Sales-Security-Specialist-Microsoft-Defender-Sentinel-Cyberfuse-Cairo-Egypt
Maadi,Xyris Digital Solutions,Egypt,Cairo,"Maadi, Cairo, Egypt",hybrid,senior php developer,full time,https://wuzzuf.net/jobs/p/tLSssuc98Gx7-Senior-PHP-Developer-Xyris-Digital-Solutions-Cairo-Egypt
Heliopolis,Al Ateeq Software,Egypt,Cairo,"Heliopolis, Cairo, Egypt",on-site,senior backend developer,full time,https://wuzzuf.net/jobs/p/DLf2IUZr559S-Senior-Backend-Developer-Al-Ateeq-Software-Cairo-Egypt
Heliopolis,Eden,Egypt,Cairo,"Heliopolis, Cairo, Egypt",hybrid,software engineer,internship,https://wuzzuf.net/internship/RCLylzAAmXr2-Software-Engineer-Eden-Cairo-Egypt
Maadi,Promech Engineering,Egypt,Cairo,"Maadi, Cairo, Egypt",on-site,it technical support,full time,https://wuzzuf.net/jobs/p/9RWbcP5dQBGT-IT-Technical-Support-Promech-Engineering-Cairo-Egypt
Nasr City,Advanced Solutions,Egypt,Cairo,"Nasr City, Cairo, Egypt",hybrid,"full stack .net developer (angular, .net)",full time,https://wuzzuf.net/jobs/p/rJzd1NnuWu3a-Full-Stack-NET-Developer-Angular-Net-Advanced-Solutions-Cairo-Egypt
Sheikh Zayed,Enigma,Egypt,Giza,"Sheikh Zayed, Giza, Egypt",on-site,senior software engineer,full time,https://wuzzuf.net/jobs/p/OTX39A8cjk58-Senior-Software-Engineer-Enigma-Giza-Egypt
,Confidential,Egypt,Cairo,"Cairo, Egypt",hybrid,senior full stack developer,full time,https://wuzzuf.net/jobs/p/yXT0YLD6WsXE-Senior-Full-Stack-Developer-Cairo-Egypt
Nasr City,Future Face,Egypt,Cairo,"Nasr City, Cairo, Egypt",hybrid,marketing specialist,full time,https://wuzzuf.net/jobs/p/IqgBsw4kzuj6-Marketing-Specialist-Future-Face-Cairo-Egypt
New Cairo,Cubic Information Systems,Egypt,Cairo,"New Cairo, Cairo, Egypt",on-site,functional consultant crm,full time,https://wuzzuf.net/jobs/p/d5lXaTLDxNCt-Functional-Consultant-CRM-Cubic-Information-Systems-Cairo-Egypt
Obour City,SERA Group,Egypt,Cairo,"Obour City, Cairo, Egypt",on-site,odoo developer,full time,https://wuzzuf.net/jobs/p/tsSfRQNbIr0b-Odoo-Developer-SERA-Group-Cairo-Egypt
Nasr City,Tadafuq Information Technology,Egypt,Cairo,"Nasr City, Cairo, Egypt",on-site,full stack developer,full time,https://wuzzuf.net/jobs/p/OIeqL0I77UPl-Full-Stack-Developer-Tadafuq-Information-Technology-Cairo-Egypt
Nasr City,Online,Egypt,Cairo,"Nasr City, Cairo, Egypt",remote,software quality control tester,part time,https://wuzzuf.net/jobs/p/5RrqUoHInOAn-Software-Quality-Control-Tester-Online-Cairo-Egypt
6th of October,Lumin,Egypt,Giza,"6th of October, Giza, Egypt",on-site,sales director (software & it background ),full time,https://wuzzuf.net/jobs/p/5mCCnK46oa8D-Sales-Director-Software-IT-background-Lumin-Giza-Egypt
Nasr City,Naqla,Egypt,Cairo,"Nasr City, Cairo, Egypt",hybrid,"senior front end developer ""vue.js""",full time,https://wuzzuf.net/jobs/p/dmWyX4pR0mHR-Senior-Front-End-Developer-Vuejs-Naqla-Cairo-Egypt
Heliopolis,Badr Food Industries,Egypt,Cairo,"Heliopolis, Cairo, Egypt",on-site,it help desk,full time,https://wuzzuf.net/jobs/p/fgbxSIcakz6e-IT-Help-Desk-Badr-Food-Industries-Cairo-Egypt
Nasr City,Future Face,Egypt,Cairo,"Nasr City, Cairo, Egypt",hybrid,scrum master,full time,https://wuzzuf.net/jobs/p/rxwT1WuGOSDF-Scrum-Master-Future-Face-Cairo-Egypt
,Block Gemini,Egypt,Cairo,"Cairo, Egypt",on-site,full stack developer (node & react),full time,https://wuzzuf.net/jobs/p/PfhjatepzUT9-Full-Stack-Developer-Node-React-Block-Gemini-Cairo-Egypt
,Confidential,Egypt,Cairo,"Cairo, Egypt",remote,senior laravel developer,full time,https://wuzzuf.net/jobs/p/2KpxGiq6bzg2-Senior-Laravel-Developer-Cairo-Egypt
,Confidential,Egypt,Cairo,"Cairo, Egypt",remote,senior front end developer,full time,https://wuzzuf.net/jobs/p/5sgkh8fa8C4L-Senior-Front-End-Developer-Cairo-Egypt
Sheraton,Capital Guard,Egypt,Cairo,"Sheraton, Cairo, Egypt",on-site,it specialist,full time,https://wuzzuf.net/jobs/p/8uEZoUTlL8Ek-IT-Specialist-Capital-Guard-Cairo-Egypt
New Cairo,DIGITAL SCHOOL By Berlitz,Egypt,Cairo,"New Cairo, Cairo, Egypt",on-site,programming instructor internship,internship,https://wuzzuf.net/internship/ffMrEyDm60xI-Programming-Instructor-Internship-DIGITAL-SCHOOL-By-Berlitz-Cairo-Egypt
Maadi,Al Ahly capital holding - Al Ahly Tamkeen,Egypt,Cairo,"Maadi, Cairo, Egypt",on-site,system administrator,full time,https://wuzzuf.net/jobs/p/gLHkN0lxXf4J-System-Administrator-Al-Ahly-capital-holding---Al-Ahly-Tamkeen-Cairo-Egypt
6th of October,Mahaseel,Egypt,Giza,"6th of October, Giza, Egypt",hybrid,erp software consultant,full time,https://wuzzuf.net/jobs/p/mt3txudglVGj-ERP-Software-Consultant-Mahaseel-Giza-Egypt
New Capital,Premier Services and Recruitment,Egypt,Cairo,"New Capital, Cairo, Egypt",remote,software developer,full time,https://wuzzuf.net/jobs/p/Jua3oBKn50Mh-Software-Developer-Premier-Services-and-Recruitment-Cairo-Egypt
Obour City,Ayman Shahin Group,Egypt,Cairo,"Obour City, Cairo, Egypt",on-site,ax functional consultant 365,full time,https://wuzzuf.net/jobs/p/vZE6dUMchx1G-AX-Functional-Consultant-365-Ayman-Shahin-Group-Cairo-Egypt
Sheikh Zayed,Ultimate Solutions Egypt,Egypt,Giza,"Sheikh Zayed, Giza, Egypt",on-site,oracle developer forms,full time,https://wuzzuf.net/jobs/p/BTLavxCwphBi-Oracle-Developer-forms-Ultimate-Solutions-Egypt-Giza-Egypt
,Future Focus infotech,Egypt,Cairo,"Cairo, Egypt",on-site,treasury and support,full time,https://wuzzuf.net/jobs/p/ru24aGwsXW5B-Treasury-AND-support-Future-Focus-infotech-Cairo-Egypt
6th of October,Raya Customer Experience,Egypt,Giza,"6th of October, Giza, Egypt",on-site,it system supervisor,full time,https://wuzzuf.net/jobs/p/APHgCDvJva8Z-IT-System-Supervisor-Raya-Customer-Experience-Giza-Egypt
,InitRes,Egypt,Cairo,"Cairo, Egypt",remote,"full stack developer (javascript & .net, react)",full time,https://wuzzuf.net/jobs/p/IncB9p64QHRr-Full-Stack-Developer-JavaScript-NET-React-InitRes-Cairo-Egypt
,InitRes,Egypt,Cairo,"Cairo, Egypt",remote,devops engineer,full time,https://wuzzuf.net/jobs/p/YXldGRzsPX8X-DevOps-Engineer-InitRes-Cairo-Egypt
Boulaq,Tamweely,Egypt,Cairo,"Boulaq, Cairo, Egypt",on-site,technical writer,full time,https://wuzzuf.net/jobs/p/tgTtsGBwIz1z-Technical-Writer-Tamweely-Cairo-Egypt
Nasr City,CLS Learning Solutions,Egypt,Cairo,"Nasr City, Cairo, Egypt",on-site,it technician mcsa ccna,full time,https://wuzzuf.net/jobs/p/u7phuCGCiB2j-IT-Technician-MCSA-CCNA-CLS-Learning-Solutions-Cairo-Egypt
Heliopolis,EZeats,Egypt,Cairo,"Heliopolis, Cairo, Egypt",on-site,web tester (qc engineer),full time,https://wuzzuf.net/jobs/p/8LSu6W85EnXi-Web-Tester-QC-Engineer-EZeats-Cairo-Egypt
Sheraton,Ai brainpower,Egypt,Cairo,"Sheraton, Cairo, Egypt",on-site,senior full stack developer,full time,https://wuzzuf.net/jobs/p/aj4jzbviqtAX-Senior-Full-Stack-Developer-Ai-brainpower-Cairo-Egypt
Maadi,Al Ahly Momkn for e-payment,Egypt,Cairo,"Maadi, Cairo, Egypt",on-site,senior application support engineer,full time,https://wuzzuf.net/jobs/p/NvOHTAjl7705-Senior-Application-Support-Engineer-Al-Ahly-Momkn-for-e-payment-Cairo-Egypt
Nasr City,Dimofinf Operations Center,Egypt,Cairo,"Nasr City, Cairo, Egypt",hybrid,customer service - non voice (mail & chat),full time,https://wuzzuf.net/jobs/p/F5cNqCmDg4Xz-Customer-Service---Non-Voice-Mail-Chat-Dimofinf-Operations-Center-Cairo-Egypt
New Cairo,OPPO Egypt,Egypt,Cairo,"New Cairo, Cairo, Egypt",on-site,mobile software testing engineer,full time,https://wuzzuf.net/jobs/p/Ci7C1BT27bSO-Mobile-Software-Testing-Engineer-OPPO-Egypt-Cairo-Egypt
6th of October,Raya Customer Experience,Egypt,Giza,"6th of October, Giza, Egypt",on-site,it system specialist,full time,https://wuzzuf.net/jobs/p/YHpGu4aH7JBC-IT-System-Specialist-Raya-Customer-Experience-Giza-Egypt
Nasr City,ECC Group,Egypt,Cairo,"Nasr City, Cairo, Egypt",on-site,"academic manager "" it background """,full time,https://wuzzuf.net/jobs/p/EdCXNs9LJ75V-Academic-Manager-IT-background-ECC-Group-Cairo-Egypt
Mohandessin,Cairoscan,Egypt,Giza,"Mohandessin, Giza, Egypt",on-site,business process analyst,full time,https://wuzzuf.net/jobs/p/VBsd8IKKSSt6-Business-Process-Analyst-Cairoscan-Giza-Egypt
Mohandessin,Cairoscan,Egypt,Giza,"Mohandessin, Giza, Egypt",on-site,technical business analyst / specifications writer,full time,https://wuzzuf.net/jobs/p/x6d2haY6G6Ik-Technical-Business-Analyst-Specifications-Writer-Cairoscan-Giza-Egypt
Mohandessin,Cairoscan,Egypt,Giza,"Mohandessin, Giza, Egypt",on-site,quality assurance analyst,full time,https://wuzzuf.net/jobs/p/eNcYKxFeWxXT-Quality-Assurance-Analyst-Cairoscan-Giza-Egypt
6th of October,Raya Customer Experience,Egypt,Giza,"6th of October, Giza, Egypt",on-site,it network specialist,full time,https://wuzzuf.net/jobs/p/7Bb2KHWZUwTd-IT-Network-Specialist-Raya-Customer-Experience-Giza-Egypt
Dokki,"The Micro, Small & Medium Enterprise Development Agency",Egypt,Giza,"Dokki, Giza, Egypt",on-site,full stack .net core developer,full time,https://wuzzuf.net/jobs/p/AxbRlKwH1E0A-Full-Stack-Net-Core-Developer-The-Micro-Small-Medium-Enterprise-Development-Agency-Giza-Egypt
Dokki,"The Micro, Small & Medium Enterprise Development Agency",Egypt,Giza,"Dokki, Giza, Egypt",on-site,php developer,full time,https://wuzzuf.net/jobs/p/T3H3FqQXx3yA-PHP-Developer-The-Micro-Small-Medium-Enterprise-Development-Agency-Giza-Egypt
Dokki,"The Micro, Small & Medium Enterprise Development Agency",Egypt,Giza,"Dokki, Giza, Egypt",on-site,ms sql server database administrator,full time,https://wuzzuf.net/jobs/p/mP2qsfid6xpj-MS-SQL-Server-Database-Administrator-The-Micro-Small-Medium-Enterprise-Development-Agency-Giza-Egypt
Dokki,"The Micro, Small & Medium Enterprise Development Agency",Egypt,Giza,"Dokki, Giza, Egypt",on-site,senior data warehousing & business intelligence engineer with expertise in microsoft technologies,full time,https://wuzzuf.net/jobs/p/7CKrWa66tbe3-Senior-Data-Warehousing-Business-Intelligence-Engineer-with-Expertise-in-Microsoft-Technologies-The-Micro-Small-Medium-Enterprise-Development-Agency-Giza-Egypt
6th of October,Raya Customer Experience,Egypt,Giza,"6th of October, Giza, Egypt",on-site,cyber security specialist,full time,https://wuzzuf.net/jobs/p/ZiilE1Poi5cj-Cyber-Security-Specialist-Raya-Customer-Experience-Giza-Egypt
Sheikh Zayed,Sky Distribution,Egypt,Giza,"Sheikh Zayed, Giza, Egypt",on-site,help desk specialist,full time,https://wuzzuf.net/jobs/p/O1VCZdXkWtjC-Help-Desk-Specialist-Sky-Distribution-Giza-Egypt
Mohandessin,Confidential,Egypt,Giza,"Mohandessin, Giza, Egypt",on-site,it system engineer,full time,https://wuzzuf.net/jobs/p/yLVqggkcqSML-IT-System-Engineer-Giza-Egypt
Mohandessin,Confidential,Egypt,Giza,"Mohandessin, Giza, Egypt",on-site,it service desk engineer,full time,https://wuzzuf.net/jobs/p/4c0ZW8m80g4m-IT-Service-Desk-Engineer-Giza-Egypt
Maadi,Zamil Steel - Center of Engineering Excellence,Egypt,Cairo,"Maadi, Cairo, Egypt",on-site,junior security engineer,full time,https://wuzzuf.net/jobs/p/mZuVXaF7ofep-Junior-Security-Engineer-Zamil-Steel---Center-of-Engineering-Excellence-Cairo-Egypt
6th of October,Confidential,Egypt,Giza,"6th of October, Giza, Egypt",on-site,it manager,full time,https://wuzzuf.net/jobs/p/7YBqxCrrF48s-IT-Manager-Giza-Egypt
Nasr City,Confidential,Egypt,Cairo,"Nasr City, Cairo, Egypt",on-site,sap consultant b1,full time,https://wuzzuf.net/jobs/p/H4Huv33zCzqH-SAP-Consultant-B1-Cairo-Egypt
Obour City,Riadco 2000,Egypt,Cairo,"Obour City, Cairo, Egypt",on-site,it specialist,full time,https://wuzzuf.net/jobs/p/VnVchYk4jm6H-IT-Specialist-Riadco-2000-Cairo-Egypt
New Cairo,Syscodeia,Egypt,Cairo,"New Cairo, Cairo, Egypt",on-site,senior full stack aspnet and angular developer,full time,https://wuzzuf.net/jobs/p/ZE0sQRtownFl-Senior-Full-Stack-AspNet-and-Angular-Developer-Syscodeia-Cairo-Egypt
,K Line Europe,Egypt,Cairo,"Cairo, Egypt",remote,zoho product owner/developer,full time,https://wuzzuf.net/jobs/p/eMRMahdLyFp6-Zoho-Product-OwnerDeveloper-K-Line-Europe-Cairo-Egypt
,Rescounts,Egypt,Cairo,"Cairo, Egypt",remote,senior ui/ux designer,full time,https://wuzzuf.net/jobs/p/KPffNMPc4kwt-Senior-UiUX-Designer-Rescounts-Cairo-Egypt
Smart Village,e-finance,Egypt,Giza,"Smart Village, Giza, Egypt",on-site,senior data integration engineer,full time,https://wuzzuf.net/jobs/p/K3HcxsutqCrR-Senior-Data-Integration-Engineer-e-finance-Giza-Egypt
Dokki,Daltex Information Technology,Egypt,Giza,"Dokki, Giza, Egypt",on-site,.net developer,full time,https://wuzzuf.net/jobs/p/kIWL0TsaaZVE-Net-Developer-Daltex-Information-Technology-Giza-Egypt
,Confidential,Egypt,Giza,"Giza, Egypt",on-site,software support engineer,full time,https://wuzzuf.net/jobs/p/wtbKxmmoOxQj-Software-Support-Engineer-Giza-Egypt
,Digitec,Egypt,Cairo,"Cairo, Egypt",on-site,odoo developer team leader,full time,https://wuzzuf.net/jobs/p/xAz3AMWhNoF6-Odoo-Developer-Team-Leader-Digitec-Cairo-Egypt
Mohandessin,Yodawy Med,Egypt,Giza,"Mohandessin, Giza, Egypt",on-site,senior test automation engineer,full time,https://wuzzuf.net/jobs/p/wi32UcsyrKe6-Senior-Test-Automation-Engineer-Yodawy-Med-Giza-Egypt
,innovaDigits,Egypt,Cairo,"Cairo, Egypt",remote,mobile react native lead,full time,https://wuzzuf.net/jobs/p/BoJsXVOcCE30-Mobile-React-Native-lead-innovaDigits-Cairo-Egypt
Nasr City,Online,Egypt,Cairo,"Nasr City, Cairo, Egypt",on-site,senior asp.net developer,full time,https://wuzzuf.net/jobs/p/PaWOur5zMehm-Senior-ASPNet-Developer-Online-Cairo-Egypt
10th of Ramadan City,GAWAD MIXER,Egypt,Sharqia,"10th of Ramadan City, Sharqia, Egypt",on-site,it assistant,full time,https://wuzzuf.net/jobs/p/cwLbmHfrkl4v-IT-Assistant-GAWAD-MIXER-Sharqia-Egypt
6th of October,KUWADICO,Egypt,Giza,"6th of October, Giza, Egypt",on-site,it supervisor,full time,https://wuzzuf.net/jobs/p/DhKmPiDWyvQi-IT-Supervisor-KUWADICO-Giza-Egypt
6th of October,KUWADICO,Egypt,Giza,"6th of October, Giza, Egypt",on-site,it technical support engineer,full time,https://wuzzuf.net/jobs/p/0GWSUzEAPDkW-IT-Technical-Support-Engineer-KUWADICO-Giza-Egypt
Maadi,WUZZUF,Egypt,Cairo,"Maadi, Cairo, Egypt",hybrid,software quality control lead,full time,https://wuzzuf.net/jobs/p/brQXm5Wrf8jo-Software-Quality-Control-Lead-WUZZUF-Cairo-Egypt
New Cairo,Global Brands,Egypt,Cairo,"New Cairo, Cairo, Egypt",hybrid,senior data and ai engineer,full time,https://wuzzuf.net/jobs/p/rcevcukHek6N-Senior-Data-and-AI-Engineer-Global-Brands-Cairo-Egypt
New Cairo,Global Brands,Egypt,Cairo,"New Cairo, Cairo, Egypt",hybrid,data and ai service delivery manager,full time,https://wuzzuf.net/jobs/p/Nq2s54OkyTlq-Data-and-AI-Service-Delivery-Manager-Global-Brands-Cairo-Egypt
